834:1;buildings>infrastructure#2!industrial_complex#1!air_base#1!@3838#naval_base<3+!$manpower>322900$category>town$owner>FRA$vp>3838#1!$cores>COR!FRA!$provinces>3838!9851!11804!$?
375;buildings>infrastructure#3!industrial_complex#9!air_base#3!@10337#naval_base<3+!@6785#naval_base<1+!$manpower>5824712$category>metropolis$resources>oil#320!aluminium#50!$owner>USA$cores>USA!$vp>10337#10!3960#10!12782#1!$provinces>805!1500!1915!1927!1954!1998!2019!2042!2055!2082!3875!3960!3972!4577!4884!4955!5001!5022!5038!5061!5085!6785!6798!6968!6987!7628!7836!7981!8064!9773!9829!9908!9920!10337!10504!10740!10778!10861!10894!12301!12341!12369!12410!12486!12728!12782!12848!12875!12893!$?
376;buildings>infrastructure#2!industrial_complex#1!$manpower>423316$category>rural$resources>oil#14!aluminium#30!$owner>USA$cores>USA!$vp>4975#1!$provinces>1972!2102!3867!3883!4975!5044!8070!10642!10645!10867!10914!12552!12684!12720!12791!$?
377;buildings>infrastructure#2!industrial_complex#1!air_base#2!$manpower>435572$category>rural$resources>steel#20!oil#5!aluminium#8!$owner>USA$cores>USA!$vp>853#3!$provinces>850!853!1793!3834!4796!6897!7747!7821!7920!8115!10573!10783!11814!12765!$?
378;buildings>infrastructure#3!arms_factory#2!industrial_complex#6!dockyard#2!air_base#10!@1562#naval_base<10+!@9671#naval_base<4+!@9814#naval_base<5+!@610#naval_base<1+!$manpower>5677248$category>metropolis$resources>oil#180!aluminium#8!$owner>USA$cores>USA!$vp>9814#30!1562#15!9671#25!9713#1!$provinces>610!677!710!766!768!781!823!941!986!1432!1562!1601!1651!3588!3644!3677!3678!3784!3840!4331!4518!4657!4727!6482!6665!6681!6694!6699!6745!6757!6772!6861!6876!6881!7517!7667!7986!9637!9671!9697!9713!9730!9814!9855!9911!10159!10387!10483!11658!11698!11757!11763!11795!11859!11876!12303!12374!$?
379;buildings>infrastructure#2!$manpower>91057$category>rural$resources>steel#70!tungsten#32!aluminium#25!$owner>USA$cores>USA!$provinces>1862!4521!4607!4736!4799!4816!7756!7827!7879!10422!10591!12134!12399!12425!$?
38;buildings>infrastructure#2!industrial_complex#1!air_base#3!@130#naval_base<1+!$manpower>931955$resources>steel#40!$category>town$owner>SWE$vp>156#1!$cores>SWE!$provinces>46!49!77!113!114!125!130!156!168!184!202!205!3005!3039!3045!3070!3108!3111!3148!3162!3191!6010!6023!6063!6067!6093!6123!6126!6129!6147!6185!6207!9035!9051!9066!9068!9088!9117!9141!9148!9151!9154!9171!9173!9182!9193!9229!11040!11049!11052!11053!11091!11116!11120!11123!11129!11147!11148!11185!11187!11197!11209!13099!13117!$?
380;buildings>infrastructure#2!industrial_complex#1!$manpower>507846$category>rural$resources>tungsten#76!$owner>USA$cores>USA!$vp>4865#1!$provinces>1663!1740!1756!4668!4742!4865!7764!7818!10582!10651!10662!12573!12699!13153!$?
381;buildings>infrastructure#2!$manpower>225564$category>rural$owner>USA$cores>USA!$provinces>1815!4610!4723!4794!4820!7688!7814!7888!10640!10711!12561!12633!12651!$?
382;buildings>infrastructure#2!industrial_complex#1!$manpower>1035790$resources>oil#14!$category>town$owner>USA$cores>USA!$vp>1827#5!$provinces>868!1658!1738!1809!1827!3869!6887!7684!7780!7999!9792!10535!10588!11772!12570!12627!12642!$?
383;buildings>infrastructure#2!arms_factory#1!industrial_complex#1!$manpower>1880998$resources>oil#30!$category>city$owner>USA$cores>USA!$provinces>1352!1753!4586!4740!4757!4811!4814!4871!7834!7892!9802!10340!10532!12024!12513!$?
384;buildings>infrastructure#2!industrial_complex#1!$manpower>1377962$category>large_town$owner>USA$cores>USA!$vp>12586#1!$provinces>1683!3613!3708!3855!4749!4760!4830!7840!7852!10606!10676!12516!12586!$?
385;buildings>infrastructure#3!industrial_complex#1!air_base#6!@12211#naval_base<3+!$manpower>953785$category>town$owner>USA$cores>USA!$vp>3513#1!$provinces>505!528!1414!3471!3513!4274!4328!4347!4380!4826!7398!7721!7865!10151!10183!10305!10625!11495!11733!12183!12211!12281!12553!$?
386;buildings>infrastructure#3!arms_factory#1!industrial_complex#1!dockyard#1!air_base#5!@7315#naval_base<3+!$manpower>1563395$category>large_town$owner>USA$cores>USA!$vp>1690#1!7315#10!$provinces>1320!1690!4296!4398!4747!7255!7315!7386!7414!7442!10155!10157!10198!10242!10271!10327!10687!10690!10693!12155!12214!12673!$?
387;buildings>infrastructure#2!$manpower>445031$category>rural$resources>steel#18!chromium#1!tungsten#18!$owner>USA$cores>USA!$vp>9616#1!$provinces>1789!1832!3781!4778!7845!9616!9695!10556!10602!10672!12124!12535!12607!$?
388;buildings>infrastructure#2!$manpower>537605$category>rural$resources>tungsten#11!$owner>USA$cores>USA!$vp>4860#1!$provinces>1736!1767!1851!1854!1857!4741!4838!4857!4860!4863!6742!7760!7779!7880!7883!10587!10593!10624!10706!11712!12572!12585!12676!$?
389;buildings>infrastructure#2!industrial_complex#1!$manpower>680844$category>rural$resources>steel#17!oil#7!$owner>USA$cores>USA!$vp>1836#1!$provinces>1752!1836!1870!3719!4759!4772!6722!7877!10685!10709!12566!12685!$?
39;buildings>infrastructure#3!industrial_complex#1!$manpower>641650$category>town$resources>aluminium#14!$vp>11598#1!$owner>ITA$cores>ITA!AUS!$provinces>656!6631!6675!9598!9630!11598!11615!$?
390;buildings>infrastructure#2!industrial_complex#1!$manpower>692849$category>rural$owner>USA$cores>USA!$vp>1747#1!$provinces>1747!1875!3750!4839!4880!7745!7771!7862!10569!10595!12620!12667!$?
391;buildings>infrastructure#3!industrial_complex#3!$manpower>2563952$category>city$resources>steel#110!$owner>USA$cores>USA!$vp>1866#5!$provinces>1719!1734!1866!1867!4664!4807!6752!6767!6827!7536!7896!9880!10618!10719!11667!12550!12577!12588!12597!12693!$?
392;buildings>infrastructure#3!industrial_complex#4!$manpower>2470938$category>city$owner>USA$cores>USA!$vp>1770#3!$provinces>1586!1678!1770!1831!4691!7306!7458!7539!9892!9910!10478!10666!11788!11971!12418!12646!$?
393;buildings>infrastructure#3!arms_factory#1!industrial_complex#6!air_base#4!$resources>steel#60!oil#6!$category>metropolis$owner>USA$cores>USA!$vp>6710#20!$provinces>691!695!709!751!3766!4854!5205!6710!6769!6782!7420!9684!9724!9746!9747!10233!10303!10599!11641!11656!11669!11685!11714!11731!13155!13199!13200!13201!$manpower>4842323$?
394;buildings>infrastructure#3!industrial_complex#3!$manpower>2939004$category>city$resources>steel#53!$owner>USA$cores>USA!$vp>12357#5!$provinces>703!926!1560!1760!1849!3699!4029!4166!4738!4834!7776!7829!9657!9678!10341!10526!12357!12456!$?
395;buildings>infrastructure#4!arms_factory#1!industrial_complex#11!air_base#3!$manpower>7630651$category>megalopolis$owner>USA$cores>USA!$vp>9450#30.0!$provinces>720!954!1527!1604!1655!4508!4590!6737!7611!7626!7831!9450!9682!10339!10393!10457!10461!11589!12305!12312!12365!12368!12497!12697!$?
396;buildings>infrastructure#3!industrial_complex#5!$manpower>3238501$category>large_city$owner>USA$cores>USA!$vp>1595#5!$provinces>870!1595!1881!4437!4527!4531!6713!7551!9653!9654!9796!9810!10448!11621!11635!11637!12437!$?
397;buildings>infrastructure#1!$manpower>137203$category>pastoral$vp>108#1!$owner>SOV$cores>SOV!KOM!$provinces>6!99!108!186!1295!1307!3000!3155!4298!6121!6202!7318!7330!7712!7898!9145!9225!10579!11179!11200!11203!12558!$?
398;buildings>infrastructure#3!arms_factory#1!$manpower>2135879$category>rural$resources>aluminium #!$owner>SOV$vp>7375#1!$cores>SOV!$provinces>123!189!206!390!1336!1365!1380!1754!3127!4314!4326!4372!4802!4874!6025!7346!7375!7824!9283!10216!10286!10314!11111!11195!11228!11352!12175!12187!12216!12527!12587!12626!12659!$?
399;buildings>infrastructure#2!$manpower>1324935$category>rural$resources>chromium #!$owner>SOV$cores>SOV!UDM!$vp>6278#1!$provinces>305!370!381!3294!3300!4356!4400!6217!6278!6388!7359!7403!9293!11320!12203!12244!$?
4;buildings>infrastructure#4!arms_factory#3!industrial_complex#5!air_base#6!$manpower>2595983$resources>oil#1!$category>large_city$owner>AUS$vp>11666#30.0!9648#5!$cores>AUS!GER!$provinces>653!704!3700!3718!6690!6739!9527!9646!9648!9661!9679!11630!11666!$?
40;buildings>infrastructure#1!industrial_complex#1!$manpower>2107451$category>large_town$owner>SOV$cores>SOV!ALT!$provinces>1297!1779!1794!1797!4803!7680!10537!10546!11410!12515!12528!12613!$?
400;buildings>infrastructure#2!$manpower>2115475$resources>aluminium #!$category>town$owner>SOV$cores>SOV!$vp>6124#1!$provinces>31!45!73!88!112!119!146!175!272!359!3004!3017!3027!3041!3066!3102!3103!3112!3139!3146!3167!3177!3186!3264!3270!3363!3394!6089!6110!6124!6133!6162!6171!6191!6213!6224!6274!6288!6297!6383!9050!9065!9114!9146!9155!9172!9180!9192!9214!9232!9370!10200!11025!11051!11087!11110!11124!11133!11149!11158!11170!11192!11193!11354!11365!$?
401;buildings>infrastructure#2!$manpower>309530$category>rural$resources>steel #!tungsten #!$owner>SOV$cores>SOV!$vp>6502#1!$provinces>410!452!499!3490!3551!6339!6430!6473!6502!6574!9337!9447!9473!9577!11321!11421!11458!$?
402;buildings>infrastructure#2!$resources>chromium#15.000!$owner>SOV$vp>7341#1!$cores>KAZ!SOV!$provinces>1220!1247!1314!1371!1429!4227!4254!4294!4300!4303!4374!4376!4394!4581!4638!7243!7313!7337!7341!7354!7370!7410!7486!10131!10164!10253!10264!12108!12179!12227!12235!12254!12294!$manpower>282245$category>rural$?
403;buildings>infrastructure#2!$manpower>939067$category>rural$owner>SOV$vp>4824#1!$cores>SOV!$provinces>1387!1880!3472!4209!4659!4754!4780!4824!6787!7681!7774!7833!7846!9512!10600!10659!10670!12390!12521!$?
404;buildings>infrastructure#1!$owner>SOV$vp>7597#1!$cores>KAZ!SOV!$provinces>1243!1312!1382!1402!4250!4277!4389!4492!4578!4595!4636!4686!7335!7392!7556!7597!7600!7657!7777!10148!10179!10220!10268!10275!10277!10353!10366!10452!10506!10508!10601!12111!12121!12177!12194!12329!12340!12385!12397!12487!$manpower>667036$category>wasteland$?
405;buildings>infrastructure#3!industrial_complex#2!air_base#1!$owner>SOV$vp>1459#3!10488#1!$cores>SOV!UZB!$provinces>1459!4629!7682!10488!11687!$manpower>4137910$category>city$?
406;buildings>infrastructure#1!$manpower>146494$category>wasteland$owner>SOV$cores>SOV!KAZ!$vp>3618#1!$provinces>464!477!554!615!3459!3618!3622!6498!6514!6523!6615!7322!9453!9469!11442!11455!11469!11578!11591!$?
407;buildings>infrastructure#2!$owner>SOV$cores>KAZ!SOV!$vp>11537#1!$provinces>432!468!470!508!545!566!576!1290!1318!3404!3406!3467!3502!3515!3538!4351!6491!6525!6551!6564!6588!7438!9462!9487!9513!9526!9528!9538!9549!11457!11472!11473!11480!11482!11510!11524!11537!11538!11552!$manpower>268572$category>rural$?
408;buildings>infrastructure#2!dockyard#1!air_base#5!@957#naval_base<8+coastal_bunker<3+!$manpower>841465$resources>chromium#20!$category>town$owner>SOV$vp>957#15!$cores>SOV!FER!VLA!$provinces>664!681!837!957!3695!3723!3739!3753!3787!3811!3977!6684!6686!6715!6833!6838!6961!6989!9639!9641!9762!9895!9926!11624!11626!11629!11643!11745!11750!11765!11777!11879!11904!$?
409;buildings>infrastructure#2!industrial_complex#1!air_base#4!@9604#naval_base<1+!$manpower>295605$resources>chromium #!$category>rural$owner>SOV$vp>12189#1!$cores>SOV!FER!VLA!$provinces>725!739!753!1267!1325!1343!1397!1504!3756!3963!4404!6774!7249!7266!7309!9589!9604!9733!9749!10466!11575!11719!12136!12189!$?
41;buildings>infrastructure#3!arms_factory#2!industrial_complex#2!air_base#6!$resources>aluminium#1.000!$owner>SPR$vp>3938#30!858#1!$cores>SPR!$provinces>858!896!939!977!3794!3845!3938!3986!6914!9767!9800!11820!13224!$manpower>2064659$category>city$?
410;buildings>infrastructure#1!$manpower>341053$category>rural$owner>PER$vp>10782#1!$cores>PER!$provinces>1889!2039!2070!4891!10782!13082!$?
411;buildings>infrastructure#1!$manpower>885272$resources>oil#12!$category>rural$owner>PER$vp>2026#1!4928#1!8031#1!$cores>PER!$provinces>1963!2026!4928!4983!5067!8031!8074!10828!12756!$?
412;buildings>infrastructure#1!@7982#naval_base<4+!@12832#naval_base<2+!$manpower>918619$resources>oil#10!$category>rural$owner>PER$vp>8117#3!7982#3!12832#1!$cores>PER!$provinces>4959!4966!7982!8117!10797!10881!12780!12832!12863!$?
413;buildings>infrastructure#3!@5005#naval_base<1+!$manpower>797356$resources>oil#28!$category>rural$owner>PER$vp>7953#1!$cores>PER!$provinces>1922!5005!5089!7953!$?
414;buildings>infrastructure#1!$manpower>486013$category>wasteland$owner>PER$vp>10913#1!7990#1!$cores>PER!$provinces>1986!7990!10759!10890!10913!11249!12739!12809!12852!12895!$?
415;buildings>infrastructure#1!$manpower>1632860$category>rural$owner>AFG$vp>4893#1!5064#1!$cores>AFG!$provinces>1948!1995!2017!2062!2078!2101!4893!4949!5020!5064!8053!8090!10789!12788!12871!$?
416;buildings>infrastructure#2!industrial_complex#2!$manpower>1059739$category>rural$owner>PER$vp>5029#1!$cores>PER!$provinces>1521!1888!1957!2000!5029!5073!7573!10351!10806!$?
417;buildings>infrastructure#2!$manpower>796396$category>rural$owner>PER$vp>8040#3!2065#1!$cores>PER!$provinces>1982!2065!8040!8125!10922!$?
418;buildings>infrastructure#1!$manpower>332362$category>wasteland$owner>PER$vp>8093#1!$cores>PER!$provinces>8009!8093!10873!11671!12704!12748!12818!$?
419;buildings>infrastructure#2!$manpower>1431714$category>rural$owner>PER$vp>1896#3!7604#1!1822#1!$cores>PER!KUR!AZR!$provinces>1636!1822!1896!2071!4755!4825!7604!12793!12861!13120!$?
42;buildings>infrastructure#4!industrial_complex#3!$manpower>3027739$resources>steel#59!aluminium#14!$category>metropolis$owner>GER$vp>11435#1!11531#5!$cores>GER!$provinces>563!3423!3558!9575!11435!11470!11494!11531!11547!$?
420;buildings>infrastructure#2!$manpower>1314948$category>rural$owner>PER$vp>7969#5!4901#3!$cores>PER!AZR!$provinces>4553!4609!4637!4901!7969!10454!10523!$?
421;buildings>infrastructure#2!$manpower>780278$category>rural$owner>PER$vp>4943#5!5098#3!$cores>PER!KUR!$provinces>829!4943!5050!5098!9816!10774!12773!$?
422;buildings>infrastructure#2!industrial_complex#1!air_base#3!@10201#naval_base<5+!@7260#naval_base<3+coastal_bunker<3+!$manpower>5500000$category>rural$resources>rubber#60!$cores>SRL!$owner>ENG$vp>10201#3!$provinces>1213!4219!7260!7344!10201!10229!10287!12258!$?
423;buildings>infrastructure#3!industrial_complex#1!air_base#1!@10278#naval_base<4+!$manpower>29147500$category>rural$resources>rubber#19!$owner>RAJ$vp>10278#1!$provinces>1238!1268!1321!1381!1409!4327!4416!4420!7265!7288!7363!7402!7436!7447!8067!10130!10246!10274!10278!10808!12164!12247!12275!$?
424;buildings>infrastructure#2!industrial_complex#1!$manpower>15791700$category>rural$owner>RAJ$provinces>1228!1344!1430!4321!4365!4414!7297!7310!7340!10152!10296!10756!10897!12180!12779!$?
425;buildings>infrastructure#2!industrial_complex#1!$manpower>12348200$category>rural$resources>chromium#10!$owner>RAJ$vp>8011#1!$provinces>1412!4278!4291!4315!4344!4395!5032!7244!7250!7391!7395!7411!8011!8100!10190!10208!10259!10799!12105!12146!12208!12295!12734!$?
426;buildings>infrastructure#2!arms_factory#1!$manpower>14520100$category>rural$resources>steel#25!chromium#20!aluminium#1!$owner>RAJ$provinces>1059!1101!1538!1579!1622!4104!4237!4513!7090!7372!7428!7465!9946!10001!10060!10088!10116!10171!10255!10428!10469!11924!11978!12063!12241!12462!12490!$?
427;buildings>infrastructure#2!industrial_complex#1!air_base#3!$manpower>14013400$category>town$resources>chromium#6!$owner>RAJ$vp>8087#1!$provinces>1275!1317!1359!4280!4472!5019!5063!5104!8087!10311!10324!10511!11950!12114!12226!$?
428;buildings>infrastructure#2!arms_factory#1!@9975#naval_base<2+!$manpower>10590200$category>town$resources>oil#3!$owner>RAJ$vp>9975#1!$provinces>1061!1103!1144!1190!4064!4090!4132!4187!7020!7150!7165!7207!9975!10118!11952!12037!12092!$?
429;buildings>infrastructure#2!industrial_complex#1!air_base#2!@1349#naval_base<6+!$manpower>17355600$category>town$resources>$owner>RAJ$vp>1349#10!$provinces>1349!1405!4072!4353!7013!7060!7119!7177!7232!10019!10210!10270!12142!12182!12269!$?
43;buildings>infrastructure#3!arms_factory#4!industrial_complex#4!air_base#4!$manpower>3750752$resources>steel#3!aluminium#100!$category>large_city$owner>HUN$vp>9660#20!$cores>HUN!$provinces>684!716!3713!3731!6716!6751!9660!9690!11520!$?
430;buildings>infrastructure#3!industrial_complex#2!@11968#naval_base<3+!$cores>BAN!PAK!RAJ!$owner>RAJ$vp>11929#1!$provinces>2843!4162!4616!7078!7124!7179!7662!9935!9991!9993!10035!10389!10416!10443!11911!11929!11968!12010!12423!13208!$manpower>31973300$category>town$?
431;buildings>infrastructure#3!industrial_complex#1!dockyard#1!air_base#2!@4245#naval_base<6+!$resources>steel#13.000!$owner>RAJ$vp>4245#5!$provinces>1159!1609!1656!4062!4204!4245!4435!4644!7220!7475!7537!7565!7593!10077!12050!12338!$manpower>18778100$category>city$?
432;buildings>infrastructure#2!$resources>oil#5.000!$owner>RAJ$provinces>997!1075!1497!1525!1553!1581!7455!7634!10090!10349!10514!12366!12395!$manpower>8977100$category>town$?
433;buildings>infrastructure#2!industrial_complex#1!$manpower>11786000$category>town$resources>$vp>2054#1!$owner>RAJ$provinces>1199!1908!2054!4149!4915!4971!4984!7905!7998!10847!10866!12041!12718!12743!12829!12844!12876!12886!$?
434;buildings>infrastructure#1!$manpower>200000$category>wasteland$resources>$owner>RAJ$provinces>1116!1996!10810!12322!12730!$?
435;buildings>infrastructure#3!$owner>RAJ$vp>4516#1!$provinces>1444!1541!1569!1637!4459!4516!4544!4571!7334!10358!10361!10471!10751!10878!12035!12307!12452!$manpower>36574500$category>rural$?
436;buildings>infrastructure#2!$manpower>14123100$category>rural$resources>chromium#4!$owner>RAJ$provinces>1510!4557!4883!4950!4953!7430!7497!7574!7619!8120!10030!10401!10801!10872!12375!12420!12480!12781!12799!12854!$?
437;buildings>infrastructure#2!industrial_complex#1!$manpower>8402500$category>rural$owner>RAJ$provinces>1949!2036!2092!2105!4106!7080!7205!8076!10807!10816!11993!11995!12080!$?
438;buildings>infrastructure#3!industrial_complex#1!$manpower>33491000$category>rural$owner>RAJ$vp>12137#1!$provinces>1377!1983!2005!4045!4299!4410!5040!5055!5086!5096!7064!7938!8082!8114!9951!9973!10332!10794!12137!12777!12786!$?
439;buildings>infrastructure#3!industrial_complex#1!air_base#4!$manpower>31136800$category>city$owner>RAJ$vp>2086#15!$provinces>1129!1898!2002!2032!2076!2086!3989!5002!5157!7106!10021!10729!11955!12708!12868!$?
44;buildings>infrastructure#2!arms_factory#1!industrial_complex#2!air_base#3!@11767#naval_base<4+!$manpower>740800$resources>aluminium#2!chromium#2!$category>town$owner>ALB$vp>9914#5!11767#1!$cores>ALB!$provinces>3448!3884!3896!6900!9780!9875!9914!11762!11767!$?
440;buildings>infrastructure#3!$manpower>13665000$category>town$vp>10887#5!$owner>RAJ$cores>PAK!$provinces>4979!8007!8022!8106!9084!10066!10139!10173!10772!10843!10887!10898!12005!12792!12822!$?
441;buildings>infrastructure#1!$manpower>2123700$category>rural$owner>RAJ$cores>RAJ!$provinces>5042!7273!7316!8005!10905!12754!12884!$?
442;buildings>infrastructure#2!air_base#3!$manpower>4684400$category>rural$vp>12763#3!$owner>RAJ$cores>PAK!$provinces>1978!4558!4998!12717!12763!$?
443;buildings>infrastructure#3!industrial_complex#1!@3456#naval_base<4+!$manpower>3887000$category>rural$owner>RAJ$vp>3456#3!$cores>PAK!$provinces>1147!1971!1980!3456!4003!4110!4382!7049!7084!10108!10735!$?
444;buildings>infrastructure#1!$manpower>463500$category>wasteland$vp>8066#1!$owner>RAJ$cores>PAK!$provinces>1179!5043!5075!7917!8013!8066!12761!12774!$?
445;buildings>infrastructure#2!air_base#4!$manpower>405100$category>wasteland$vp>5105#1!$owner>RAJ$cores>PAK!$provinces>1107!4990!5105!7847!7903!7975!8044!8098!10813!$?
446;buildings>infrastructure#3!industrial_complex#1!air_base#5!@12049#naval_base<2+!$manpower>6586596$category>town$owner>ENG$vp>7011#20!12049#5!3996#5!4073#3!1068#3!$cores>EGY!$provinces>1068!3996!4055!4073!4143!7011!7188!10005!10031!12004!12049!992!7117!$?
